"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WESD","WESF","WT01","WT04","WT06","WT11"
"USC00500363","ANNEX CREEK, AK US","2020-04-16",,,"0.06","0.0","4.0",,"44","37","40",,,"    1",,,
"USC00500363","ANNEX CREEK, AK US","2020-04-17",,,"0.06","0.0","3.0",,"42","36","40",,,"    1",,,
"USC00500363","ANNEX CREEK, AK US","2020-04-18",,,"0.00","0.0","1.0",,"49","31","42",,,"    1",,,
"USC00500363","ANNEX CREEK, AK US","2020-04-19",,,"0.00","0.0","0.0",,"50","32","44",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-20",,,"0.00","0.0","0.0",,"51","37","43",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-21",,,,,,,"46","37",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-22","    2","2.19",,"0.0","0.0",,"40","36","40",,,"    1",,,
"USC00500363","ANNEX CREEK, AK US","2020-04-23",,,"1.96","0.0","0.0",,"41","36","41",,,"    1",,,
"USC00500363","ANNEX CREEK, AK US","2020-04-24",,,"0.34","0.0","0.0",,"46","37","41",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-25",,,"0.25","0.0","0.0",,"42","35","42",,,"    1",,,
"USC00500363","ANNEX CREEK, AK US","2020-04-26",,,"0.74","0.0","0.0",,"47","35","38",,,"    1",,,
"USC00500363","ANNEX CREEK, AK US","2020-04-27",,,"0.19","0.0","0.0",,"42","36","39",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-28",,,"0.64","0.0","0.0",,"43","36","41",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-29",,,,,,,"42","36",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-04-30",,,,,,,"43","35",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-06",,,,,,,"49","34",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-07",,,,,,,"53","38",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-08",,,,,"0.0",,"55","37","48",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-09",,,"0.00","0.0","0.0",,"59","39","55",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-10",,,"0.00","0.0","0.0",,"70","40","70",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-11",,,"0.00","0.0","0.0",,"75","40","64",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-12",,,"0.00","0.0","0.0",,"67","37","50",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-15",,,,,,,"50","40",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-16",,,,,,,"58","43",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-17",,,,,"0.0",,"60","40","52",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-18",,,"0.00","0.0","0.0",,"63","44","52",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-19",,,"0.55","0.0","0.0",,"55","43","47",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-20",,,,,,,"47","41",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-21",,,,,,,"54","38",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-22",,,,,"0.0",,"57","41","50",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-23",,,"0.00","0.0","0.0",,"55","43","50",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-24",,,"0.24","0.0","0.0",,"55","45","52",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-27",,,,,,,"50","37",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-28",,,,,,,"59","39",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-29",,,,,"0.0",,"60","42","52",,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-30",,,,,,,"61","45",,,,,,,
"USC00500363","ANNEX CREEK, AK US","2020-05-31",,,,,"0.0",,"58","46","49",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-01",,,"0.41","0.0","10.0",,"38","33","35",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-02",,,"0.39","1.8","12.0",,"35","23","25",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-03",,,"0.03","0.4","12.0",,"27","17","18",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-04",,,"0.04","1.1","13.0",,"24","16","23",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-05",,,"0.08","1.0","13.0",,"24","14","14",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-06",,,"0.09","1.5","15.0",,"24","13","24",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-07",,,"0.63","6.8","18.0",,"27","11","26",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-08",,,"0.22","2.4","20.0",,"27","23","23",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-09",,,"0.04","0.7","19.0",,"23","13","14",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-10",,,"0.00","0.0","18.0",,"15","6","14",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-11",,,"0.01","0.3","17.0",,"15","1","4",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-12",,,"0.00","0.0","17.0",,"9","0","9",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-13",,,"0.00","0.0","17.0",,"11","0","0",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-14",,,"0.00","0.0","17.0",,"12","0","2",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-15",,,"0.00","0.0","17.0",,"9","-3","3",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-16",,,"0.00","0.0","17.0",,"10","2","9",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-17",,,"0.00","0.0","17.0",,"10","3","4",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-18",,,"0.00","0.0","17.0",,"11","0","7",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-19",,,"0.20","2.7","20.0",,"22","0","21",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-20",,,"0.07","0.9","19.0",,"31","20","27",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-21",,,"0.05","0.7","20.0",,"33","26","29",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-22",,,"0.23","3.8","24.0",,"33","26","30",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-23",,,"0.16","0.2","20.0",,"34","29","32",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-24",,,"0.67","1.7","19.0",,"36","30","30",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-25",,,"0.19","3.0","20.0",,"30","22","27",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-26",,,"1.03","3.2","21.0",,"36","27","34",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-27",,,"0.45","1.0","20.0",,"36","30","30",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-28",,,"0.06","1.1","20.0",,"32","30","32",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-29",,,"1.14","1.5","20.0",,"35","31","34",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-30",,,"0.32","2.0","20.0",,"35","27","29",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-01-31",,,"1.32","19.4","40.0",,"30","25","25",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-01",,,"0.22","2.8","39.0",,"28","20","23",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-02",,,"0.32","4.0","40.0",,"25","18","19",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-03",,,"0.02","0.4","38.0",,"23","11","23",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-04",,,"0.50","6.6","43.0",,"31","23","30",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-05",,,"0.52","0.7","38.0",,"34","30","33",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-06",,,"0.02","0.2","34.0",,"34","31","31",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-07",,,"0.16","0.4","33.0",,"34","27","27",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-08",,,"0.12","0.5","33.0",,"33","25","29",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-09",,,"0.67","4.8","37.0",,"32","26","27",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-10",,,"0.95","1.8","32.0",,"34","27","33",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-11",,,"1.79","6.0","38.0",,"35","24","25",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-12",,,"0.44","4.8","44.0",,"32","23","31",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-13",,,"0.61","6.4","48.0",,"32","27","28",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-14",,,"0.20","2.4","49.0",,"32","26","26",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-15",,,"0.19","2.4","52.0",,"32","26","26",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-16",,,"0.52","6.7","56.0",,"30","26","29",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-17",,,"0.34","3.3","59.0",,"29","23","23",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-18",,,"0.18","1.3","57.0",,"33","23","33",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-19",,,"0.03","0.1","52.0",,"35","32","33",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-20",,,"0.27","2.0","51.0",,"33","32","33",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-21",,,"1.22","11.6","60.0",,"33","26","30",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-22",,,"0.62","6.4","63.0",,"33","27","27",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-23",,,"0.26","3.4","64.0",,"31","27","31",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-24",,,"0.40","6.5","68.0",,"31","19","25",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-25",,,"0.32","4.6","71.0",,"30","25","28",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-26",,,"0.41","1.7","66.0",,"34","27","34",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-27",,,"0.52","0.0","60.0",,"35","29","34",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-28",,,"0.72","1.1","58.0",,"35","32","33",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-02-29",,,"0.29","1.5","57.0",,"34","29","29",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-01",,,"0.31","3.5","59.0",,"32","29","30",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-02",,,"1.46","9.8","65.0",,"34","27","32",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-03",,,"0.86","6.1","69.0",,"33","30","31",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-04",,,"0.35","3.8","73.0",,"32","25","27",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-05",,,"0.08","1.1","72.0",,"31","26","26",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-06",,,"0.04","0.4","72.0",,"28","18","19",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-07",,,"0.00","0.0","71.0",,"26","10","11",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-08",,,"0.10","1.3","71.0",,"30","11","28",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-09",,,"0.85","7.6","76.0",,"31","28","30",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-10",,,"1.01","13.1","86.0",,"33","30","31",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-11",,,"0.53","5.1","87.0",,"33","22","25",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-12",,,"0.06","0.8","87.0",,"28","8","9",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-13",,,"0.00","0.0","85.0",,"20","3","9",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-14",,,"0.00","0.0","83.0",,"25","8","15",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-15",,,"0.00","0.0","80.0",,"37","14","20",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-16",,,"0.00","0.0","78.0",,"36","19","26",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-17",,,"0.00","0.0","78.0",,"33","18","18",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-18",,,"0.00","0.0","78.0",,"39","18","29",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-19",,,"0.00","0.0","76.0",,"39","18","27",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-20",,,"0.00","0.0","76.0",,"43","25","27",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-21",,,"0.00","0.0","76.0",,"40","27","31",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-22",,,"0.36","5.7","79.0",,"36","30","30",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-23",,,"0.00","0.0","76.0",,"41","26","27",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-24",,,"0.00","0.0","75.0",,"33","16","18",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-25",,,"0.00","0.0","75.0",,"41","18","22",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-26",,,"0.37","3.1","77.0",,"34","22","29",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-27",,,"0.07","0.3","75.0",,"39","29","31",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-28",,,"0.13","1.6","76.0",,"32","19","20",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-29",,,"0.02","0.2","75.0",,"23","15","16",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-30",,,"0.00","0.0","75.0",,"19","14","15",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-03-31",,,"0.00","0.0","74.0",,"21","8","13",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-01",,,"0.00","0.0","74.0",,"27","10","12",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-02",,,"0.00","0.0","74.0",,"33","12","18",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-03",,,"0.00","0.0","74.0",,"34","15","22",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-04",,,"0.06","0.9","74.0",,"34","13","17",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-05",,,"0.00","0.0","74.0",,"39","17","21",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-06",,,"0.05","0.5","73.0",,"38","21","32",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-07",,,"0.07","0.6","74.0",,"37","25","28",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-08",,,"0.64","4.2","78.0",,"34","28","30",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-09",,,"0.41","3.2","79.0",,"34","30","31",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-10",,,"0.11","0.3","79.0",,"36","21","21",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-11",,,"0.00","0.0","79.0",,"40","17","20",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-12",,,"0.00","0.0","78.0",,"47","20","28",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-13",,,"0.00","0.0","74.0",,"48","28","38",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-14",,,"0.71","0.0","72.0",,"39","33","36",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-15",,,"0.02","0.0","68.0",,"51","32","36",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-16",,,"0.07","0.0","65.0",,"45","34","35",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-17",,,"0.12","0.0","63.0",,"41","33","35",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-18",,,"0.00","0.0","62.0",,"51","31","32",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-19",,,"0.00","0.0","60.0",,"53","32","33",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-20",,,"0.00","0.0","58.0",,"53","33","38",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-21",,,"0.75","0.0","56.0",,"43","35","37",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-22",,,"1.38","0.0","55.0",,"40","36","38",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-23",,,"2.83","0.0","54.0",,"39","34","39",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-24",,,"0.32","0.0","52.0",,"42","33","36",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-25",,,"0.20","0.0","51.0",,"40","32","34",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-26",,,"0.40","0.0","50.0",,"47","33","37",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-27",,,"0.21","0.0","47.0",,"43","34","38",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-28",,,"0.87","0.0","45.0",,"40","36","37",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-29",,,"0.29","0.0","44.0",,"41","34","38",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-04-30",,,"0.10","0.0","43.0",,"39","35","36",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-01",,,"0.58","0.0","41.0",,"40","31","37",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-02",,,"0.00","0.0","41.0",,"47","31","35",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-03",,,"0.31","0.0","39.0",,"53","35","39",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-04",,,"0.09","0.0","37.0",,"47","34","37",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-05",,,"0.00","0.0","36.0",,"51","32","36",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-06",,,"0.00","0.0","35.0",,"48","31","40",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-07",,,"0.01","0.0","34.0",,"52","38","38",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-08",,,"0.00","0.0","33.0",,"52","33","35",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-09",,,"0.00","0.0","30.0",,"60","35","41",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-10",,,"0.00","0.0","27.0",,"66","36","46",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-11",,,"0.00","0.0","26.0",,"65","36","38",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-12",,,"0.00","0.0","23.0",,"62","34","36",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-13",,,"0.00","0.0","20.0",,"64","36","37",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-14",,,"0.00","0.0","18.0",,"63","37","44",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-15",,,"0.00","0.0","15.0",,"51","24","40",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-16",,,"0.00","0.0","12.0",,"57","34","45",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-17",,,"0.00","0.0","10.0",,"60","31","51",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-18",,,"0.00","0.0","8.0",,"63","37","41",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-19",,,"0.50","0.0","5.0",,"47","37","42",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-20",,,"1.12","0.0","3.0",,"45","37","42",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-21",,,"0.02","0.0","0.0",,"50","33","36",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-22",,,"0.00","0.0","0.0",,"56","35","46",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-23",,,"0.00","0.0","0.0",,"54","40","44",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-24",,,"0.06","0.0","0.0",,"54","44","46",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-25",,,"0.64","0.0","0.0",,"47","38","41",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-26",,,"0.40","0.0","0.0",,"48","37","39",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-27",,,"0.01","0.0","0.0",,"48","33","35",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-28",,,"0.00","0.0","0.0",,"57","35","43",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-29",,,"0.00","0.0","0.0",,"63","38","57",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-30",,,"0.02","0.0","0.0",,"62","41","51",,,,,,
"USC00502610","EAGLECREST BASE, AK US","2020-05-31",,,"0.17","0.0","0.0",,"59","41","46",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-01",,,"0.17","0.0","0.0",,"42","31","32",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-02",,,"0.10","1.3","1.0",,"32","28","29",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-03",,,"0.00","0.0","1.0",,"30","26","27",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-04",,,"0.04","1.1","2.0",,"28","25","26",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-05",,,"0.00","0.0","2.0",,"28","22","28",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-06",,,"0.25","3.5","5.0",,"30","27","30",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-07",,,"0.16","2.6","7.0",,"32","29","30",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-08",,,"0.02","0.5","7.0",,"30","23","23",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-09",,,"0.00","0.0","7.0",,"23","17","18",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-10",,,"0.00","0.0","7.0",,"21","12","12",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-11",,,"0.00","0.0","7.0",,"20","11","13",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-12",,,"0.00","0.0","6.0",,"20","11","13",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-13",,,"0.00","0.0","6.0",,"21","13","14",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-14",,,"0.00","0.0","5.0",,"20","10","10",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-15",,,"0.00","0.0","5.0",,"18","10","17",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-16",,,"0.00","0.0","5.0",,"18","11","11",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-17",,,"0.00","0.0","5.0",,"19","9","13",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-18",,,"0.11","1.7","6.0",,"24","12","21",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-19",,,"0.14","1.8","8.0",,"29","21","29",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-20",,,"0.12","1.0","7.0",,"34","28","33",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-21",,,"0.14","0.5","7.0",,"33","31","32",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-22",,,"0.29","0.8","6.0",,"33","31","32",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-23",,,"0.34","0.0","5.0",,"39","31","36",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-24",,,"0.58","2.0","6.0",,"37","30","31",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-25",,,"0.59","5.5","10.0",,"32","28","29",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-26",,,"0.11","0.0","8.0",,"39","29","38",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-27",,,"0.01","0.0","2.0",,"40","33","34",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-28",,,"0.09","0.0","1.0",,"38","33","34",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-29",,,"0.30","0.0","0.0",,"41","31","32",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-30",,,"1.03","10.0","10.0",,"36","31","32",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-01-31",,,"0.00","0.0","9.0",,"34","29","29",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-01",,,"0.14","1.1","10.0",,"30","27","28",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-02",,,"0.00","0.0","10.0",,"28","21","22",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-03",,,"0.21","2.7","12.0",,"30","22","30",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-04",,,"0.42","3.0","14.0",,"36","29","34",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-05",,,"0.11","0.0","12.0",,"38","34","35",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-06",,,"0.02","0.0","10.0",,"37","34","36",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-07",,,"0.00","0.0","8.0",,"38","32","35",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-08",,,"0.27","0.0","6.0",,"39","32","34",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-09",,,"0.06","0.0","4.0",,"40","34","35",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-10",,,"2.10","0.0","2.0",,"38","34","35",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-11",,,"0.01","0.0","2.0",,"38","31","33",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-12",,,"0.45","0.0","1.0",,"36","33","33",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-13",,,"0.03","0.2","1.0",,"35","30","31",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-14",,,"0.09","1.7","2.0",,"31","27","29",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-15",,,"0.63","6.5","8.0",,"29","27","28",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-16",,,"0.18","2.9","10.0",,"28","25","25",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-17",,,"0.11","0.8","9.0",,"33","25","33",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-18",,,"0.01","0.0","6.0",,"38","32","38",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-19",,,"0.06","0.0","3.0",,"41","34","37",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-20",,,"0.07","0.0","2.0",,"38","33","33",,,,,,
"USC00504107","JUNEAU LENA POINT, AK US","2020-02-21",,,"0.02","0.0","1.0",,"38","33","34",,,,,,
